0.0,23.53,15.88
1.0,21.57,25.15
2.0,2.57,3.04
3.0,23.3,4.79
4.0,11.56,10.25
5.0,24.35,22.3
6.0,11.02,17.73
7.0,24.35,22.3
8.0,3.99,3.6
9.0,24.35,22.3
10.0,9.93,14.78
11.0,24.35,22.3
12.0,9.93,14.78
13.0,0.55,12.48
14.0,5.4,19.18
15.0,5.31,22.58
16.0,23.13,15.44
17.0,5.31,22.58
18.0,23.79,21.14
19.0,8.56,17.17
20.0,3.99,3.6
21.0,7.94,16.63
22.0,7.21,7.11
23.0,7.94,16.63
24.0,13.31,14.41
25.0,19.4,7.07
26.0,7.21,7.11
27.0,22.49,22.76
28.0,17.95,5.94
29.0,11.97,12.46
30.0,18.01,14.23
31.0,11.97,12.46
32.0,22.68,10.73
33.0,11.97,12.46
34.0,22.68,10.73
35.0,13.83,25.03
36.0,11.02,17.73
37.0,3.34,13.15
38.0,19.75,16.81
39.0,0.44,0.85
40.0,23.45,1.28
41.0,14.01,2.76
42.0,23.13,15.44
43.0,6.57,8.31
44.0,18.01,14.23
45.0,16.18,18.75
46.0,5.93,18.32
47.0,1.93,5.25
48.0,23.53,15.88
49.0,1.93,5.25
50.0,16.02,1.51
51.0,8.18,11.24
52.0,12.44,24.36
53.0,10.15,4.26
54.0,7.21,7.11
55.0,10.15,4.26
56.0,18.01,14.23
57.0,10.15,4.26
58.0,15.18,16.45
59.0,1.84,24.2
60.0,11.06,24.09
61.0,24.33,22.55
62.0,9.93,14.78
63.0,23.37,17.28
64.0,23.45,1.28
65.0,14.57,4.7
66.0,22.68,10.73
67.0,22.24,12.24
68.0,23.79,21.14
69.0,22.24,12.24
70.0,19.75,16.81
71.0,22.24,12.24
72.0,11.02,17.73
73.0,22.24,12.24
74.0,3.99,3.6
75.0,11.68,14.24
76.0,16.02,1.51
77.0,11.97,0.09
78.0,2.57,3.04
79.0,23.51,19.2
80.0,23.13,15.44
81.0,23.51,19.2
82.0,12.44,24.36
83.0,23.51,19.2
84.0,5.93,18.32
85.0,8.17,2.59
86.0,15.18,16.45
87.0,18.76,11.65
88.0,7.21,7.11
89.0,18.76,11.65
90.0,16.02,1.51
91.0,7.51,18.09
92.0,5.4,19.18
93.0,22.69,2.22
94.0,15.18,16.45
95.0,24.79,11.24
96.0,23.13,15.44
97.0,1.05,21.08
98.0,23.53,15.88
99.0,14.99,1.56
100.0,23.53,15.88
