0,3.61,23.77
1,1.32,4.28
2,24.02,5.38
3,0.06,21.25
4,17.99,2.15
5,0.06,21.25
6,6.49,4.94
7,4.79,14.2
8,2.69,20.24
9,4.79,14.2
10,22.74,21.71
11,4.79,14.2
12,24.02,5.38
13,4.79,14.2
14,17.99,2.15
15,19.63,16.54
16,2.69,20.24
17,1.74,10.95
18,1.19,6.12
19,21.34,20.84
20,18.54,9.15
21,21.34,20.84
22,3.86,14.85
23,9.5,4.33
24,12.9,3.36
25,12.51,25.24
26,5.65,10.01
27,14.52,21.97
28,18.54,9.15
29,20.69,24.83
30,23.99,21.24
31,11.45,1.72
32,17.06,17.06
33,19.37,7.23
34,19.71,10.96
35,23.2,14.62
36,2.69,20.24
37,23.2,14.62
38,12.9,3.36
39,23.2,14.62
40,2.85,18.75
41,0.08,19.94
42,7.48,14.58
43,12.06,12.2
44,11.72,0.01
45,1.07,8.81
46,22.98,16.29
47,13.52,2.95
48,22.74,21.71
49,13.52,2.95
50,14.84,3.56
51,12.69,14.39
52,25.27,12.77
53,22.47,10.38
54,22.74,21.71
55,6.62,16.18
56,24.23,7.62
57,8.42,2.36
58,17.99,2.15
59,9.58,10.54
60,24.23,7.62
61,21,15.17
62,1.19,6.12
63,21,15.17
64,6.49,4.94
65,13.38,14.16
66,1.19,6.12
67,13.38,14.16
68,5.65,10.01
69,11.35,9.92
70,17.99,2.15
71,1.77,22.83
72,18.54,9.15
73,15.35,12
74,7.48,14.58
75,21.1,14.23
76,12.9,3.36
77,20.59,13.25
78,22.98,16.29
79,9.94,19.57
80,24.02,5.38
81,1.57,13.09
82,2.69,20.24
83,1.34,24.74
84,24.02,5.38
85,1.34,24.74
86,12.9,3.36
87,17.19,13.73
88,2.69,20.24
89,22.37,8.46
90,3.61,23.77
91,22.37,8.46
92,1.19,6.12
93,23.06,6.01
94,22.74,21.71
95,23.06,6.01
96,3.61,23.77
97,19.24,18.97
98,3.86,14.85
99,19.24,18.97
100,3.61,23.77
