0.0,11.06,21.46
1.0,16.3,16.85
2.0,17.8,23.23
3.0,22.28,15.02
4.0,14.4,24.25
5.0,5.02,7.8
6.0,7.82,22.73
7.0,1.11,9.28
8.0,19.85,10.88
9.0,1.11,9.28
10.0,0.88,18.06
11.0,1.46,3.22
12.0,22.35,9.07
13.0,13.71,0.16
14.0,13.34,12.46
15.0,13.71,0.16
16.0,17.54,21.91
17.0,4.77,17.44
18.0,17.8,23.23
19.0,4.77,17.44
20.0,23.04,4.72
21.0,4.77,17.44
22.0,9.08,16.73
23.0,2.15,24.88
24.0,22.25,7.62
25.0,14.95,21.72
26.0,11.01,16.1
27.0,14.95,21.72
28.0,17.54,21.91
29.0,14.95,21.72
30.0,14.69,21.43
31.0,9.15,19.33
32.0,11.01,16.1
33.0,14.61,11.53
34.0,11.75,1.22
35.0,22.28,0.0
36.0,14.57,14.98
37.0,6.34,0.22
38.0,15.42,12.79
39.0,19.15,8.03
40.0,14.4,24.25
41.0,19.15,8.03
42.0,9.08,16.73
43.0,19.15,8.03
44.0,15.97,19.02
45.0,24.0,4.41
46.0,24.02,3.04
47.0,1.05,13.2
48.0,9.08,16.73
49.0,1.05,13.2
50.0,23.04,4.72
51.0,14.17,24.43
52.0,10.16,1.7
53.0,21.89,4.53
54.0,19.13,14.23
55.0,14.17,14.32
56.0,17.54,21.91
57.0,14.17,14.32
58.0,14.69,21.43
59.0,14.17,14.32
60.0,13.34,12.46
61.0,11.68,15.63
62.0,19.13,14.23
63.0,11.68,15.63
64.0,19.85,10.88
65.0,18.18,20.17
66.0,9.08,16.73
67.0,0.11,17.04
68.0,11.75,1.22
69.0,2.16,14.57
70.0,23.04,4.72
71.0,2.16,14.57
72.0,14.4,24.25
73.0,2.16,14.57
74.0,14.57,14.98
75.0,1.86,19.52
76.0,14.4,24.25
77.0,8.26,10.29
78.0,9.08,16.73
79.0,13.6,13.69
80.0,24.02,3.04
81.0,2.46,3.43
82.0,14.57,14.98
83.0,22.85,2.47
84.0,15.42,12.79
85.0,22.85,2.47
86.0,14.69,21.43
87.0,6.95,0.57
88.0,22.25,7.62
89.0,21.0,8.12
90.0,14.69,21.43
91.0,21.0,8.12
92.0,19.13,14.23
93.0,21.0,8.12
94.0,17.54,21.91
95.0,21.0,8.12
96.0,11.01,16.1
97.0,8.87,0.12
98.0,17.8,23.23
99.0,8.87,0.12
100.0,11.06,21.46
