0.0,18.55,0.6
1.0,19.6,22.06
2.0,16.97,17.76
3.0,3.01,1.58
4.0,1.66,15.86
5.0,3.01,1.58
6.0,4.93,13.41
7.0,19.84,3.18
8.0,6.99,8.15
9.0,19.84,3.18
10.0,21.23,9.64
11.0,10.07,19.01
12.0,3.36,1.83
13.0,10.07,19.01
14.0,11.38,11.53
15.0,4.5,1.88
16.0,12.76,0.97
17.0,4.5,1.88
18.0,7.35,17.63
19.0,3.63,24.04
20.0,13.76,0.28
21.0,9.96,13.45
22.0,0.44,20.51
23.0,16.95,24.66
24.0,3.36,1.83
25.0,23.89,11.0
26.0,14.07,7.07
27.0,14.52,8.07
28.0,1.66,15.86
29.0,25.22,8.52
30.0,13.55,3.83
31.0,3.16,13.31
32.0,2.75,2.94
33.0,16.04,18.11
34.0,1.67,25.24
35.0,17.07,17.12
36.0,12.24,19.32
37.0,11.27,18.89
38.0,23.95,4.86
39.0,10.69,16.92
40.0,0.26,8.79
41.0,11.59,5.9
42.0,18.32,3.68
43.0,24.6,19.09
44.0,2.75,2.94
45.0,24.6,19.09
46.0,23.95,4.86
47.0,24.6,19.09
48.0,6.99,8.15
49.0,22.12,7.26
50.0,7.35,17.63
51.0,22.12,7.26
52.0,9.34,19.91
53.0,8.61,15.84
54.0,0.26,8.79
55.0,8.61,15.84
56.0,12.76,0.97
57.0,9.52,14.97
58.0,13.76,0.28
59.0,10.83,6.11
60.0,11.38,11.53
61.0,15.1,24.31
62.0,16.97,17.76
63.0,15.1,24.31
64.0,4.93,13.41
65.0,15.1,24.31
66.0,0.44,20.51
67.0,15.1,24.31
68.0,18.32,3.68
69.0,15.1,24.31
70.0,23.95,4.86
71.0,18.43,14.01
72.0,7.35,17.63
73.0,18.43,14.01
74.0,14.07,7.07
75.0,20.28,0.64
76.0,7.35,17.63
77.0,20.28,0.64
78.0,11.38,11.53
79.0,20.28,0.64
80.0,0.26,8.79
81.0,20.41,9.82
82.0,4.93,13.41
83.0,17.51,13.75
84.0,0.26,8.79
85.0,10.18,23.97
86.0,0.26,8.79
87.0,21.38,25.15
88.0,14.07,7.07
89.0,13.63,13.84
90.0,12.76,0.97
91.0,3.85,24.11
92.0,12.24,19.32
93.0,17.66,9.72
94.0,2.75,2.94
95.0,19.73,12.26
96.0,11.38,11.53
97.0,24.67,14.6
98.0,4.93,13.41
99.0,12.73,5.38
100.0,18.55,0.6
