0.0,9.67,19.73
1.0,16.3,16.17
2.0,13.59,21.14
3.0,1.58,5.03
4.0,21.72,23.12
5.0,1.58,5.03
6.0,8.97,12.24
7.0,24.14,22.33
8.0,6.66,15.17
9.0,10.27,3.55
10.0,3.23,22.54
11.0,10.27,3.55
12.0,15.95,1.99
13.0,13.9,24.23
14.0,0.73,9.96
15.0,13.9,24.23
16.0,21.72,23.12
17.0,9.71,14.69
18.0,3.23,22.54
19.0,4.42,16.39
20.0,4.38,0.87
21.0,2.6,0.44
22.0,6.98,8.49
23.0,0.5,3.3
24.0,7.32,6.72
25.0,10.11,22.12
26.0,8.62,8.73
27.0,8.93,15.97
28.0,24.54,12.43
29.0,23.62,8.81
30.0,18.42,17.43
31.0,1.88,16.04
32.0,20.75,2.81
33.0,18.32,2.15
34.0,16.81,10.61
35.0,1.08,17.8
36.0,0.73,9.96
37.0,22.67,8.87
38.0,24.54,12.43
39.0,22.67,8.87
40.0,12.28,2.14
41.0,14.14,6.47
42.0,21.61,23.25
43.0,6.61,15.59
44.0,6.62,22.38
45.0,23.51,7.8
46.0,0.31,21.01
47.0,23.99,22.55
48.0,7.0,1.47
49.0,23.03,16.4
50.0,9.67,19.73
51.0,10.58,17.14
52.0,24.54,12.43
53.0,10.58,17.14
54.0,15.95,1.99
55.0,16.7,8.14
56.0,20.75,2.81
57.0,8.99,1.9
58.0,20.75,2.81
59.0,17.77,24.51
60.0,21.72,23.12
61.0,23.42,13.54
62.0,6.66,15.17
63.0,18.56,13.32
64.0,6.98,8.49
65.0,4.14,13.6
66.0,21.72,23.12
67.0,4.14,13.6
68.0,12.28,2.14
69.0,23.07,23.14
70.0,4.38,0.87
71.0,9.75,2.72
72.0,21.72,23.12
73.0,9.75,2.72
74.0,6.62,22.38
75.0,9.54,5.35
76.0,13.59,21.14
77.0,14.09,20.48
78.0,13.59,21.14
79.0,14.73,9.09
80.0,6.66,15.17
81.0,5.3,15.76
82.0,16.81,10.61
83.0,5.3,15.76
84.0,8.97,12.24
85.0,5.3,15.76
86.0,7.32,6.72
87.0,14.31,14.7
88.0,24.54,12.43
89.0,5.22,12.13
90.0,20.75,2.81
91.0,23.51,0.05
92.0,4.38,0.87
93.0,1.68,6.72
94.0,8.97,12.24
95.0,2.42,20.67
96.0,18.42,17.43
97.0,13.19,24.41
98.0,6.62,22.38
99.0,5.9,5.19
100.0,9.67,19.73
